GENEID	CHROMOSOME	START	END	STRAND	BAND	SYMBOL	ENTREZID	REFSEQID
ENSG00000184750	X	151918387	151922364	-1	q28	MAGEA2	266740,4101	NM_005361,NM_175742,NM_175743
ENSG00000196735	6	32595956	32614839	1	p21.32	HLA-DQA1	3117	NM_002122
ENSG00000160799	3	46963216	47023500	-1	p21.31	CCDC12	151903	NM_144716
ENSG00000172774	11	57982217	57983195	1	q12.1	OR1S1	219959	NM_001004458
ENSG00000158480	20	48519928	48532080	-1	q13.13	SPATA2	9825	NM_001135773,NM_006038
ENSG00000158481	1	158259563	158264564	1	q23.1	CD1C	911	NM_001765
ENSG00000158482	16	21391313	21403412	1	p12.2	RUNDC2B	null	null
ENSG00000169131	5	178138593	178157703	-1	q35.3	ZNF354A	6940	NM_005649
ENSG00000158483	11	71498556	71512282	1	q13.4	FAM86C	55199	NM_152563,NM_018172,NM_001099653
ENSG00000158485	1	158297741	158301321	-1	q23.1	CD1B	910	NM_001764
ENSG00000158486	16	20943804	21170762	-1	p12.3	DNAH3	55567	NM_017539
ENSG00000157150	3	12194551	12200851	-1	p25.2	TIMP4	7079	NM_003256
ENSG00000158488	1	158323254	158327343	1	q23.1	CD1E	913	NM_001185113,NM_001185110,NM_001042583,NM_001042585,NM_030893,NM_001042587,NM_001185112,NM_001042586,NM_001042584,NM_001185107,NM_001185108,NM_001185114,NM_001185115
ENSG00000169136	19	50431974	50437192	1	q13.33	ATF5	22809	NM_012068,NM_001193646
ENSG00000172772	11	58034264	58035732	-1	q12.1	OR10W1	81341	NM_207374
ENSG00000172780	3	128806412	128841644	-1	q21.3	RAB43	339122	NM_198490
ENSG00000169139	8	48920960	48976511	1	q11.21	UBE2V2	7336	NM_003350
ENSG00000172782	17	72873481	72889705	-1	q25.1	FADS6	283985	NM_178128
ENSG00000196741	X	47342970	47344207	1	p11.23	CXorf24	null	null
ENSG00000183431	1	38422647	38456593	-1	p34.3	SF3A3	10946	NM_006802
ENSG00000172785	9	121041	188979	-1	p24.3	CBWD1	55871	NM_001145355,NM_001145356,NM_018491
ENSG00000182103	11	82443053	82444906	-1	q14.1	FAM181B	220382	NM_175885
ENSG00000170122	9	116237	118417	-1	p24.3	FOXD4	2298	NM_207305
ENSG00000196743	5	150591711	150650001	1	q33.1	GM2A	2760	NM_000405
ENSG00000196747	6	27775899	27776429	1	p22.1	HIST1H2AI	8330,8329,8332,8969,8336,85235	NM_003509
ENSG00000170128	1	200842083	200843306	1	q32.1	GPR25	2848	NM_005298
ENSG00000182108	16	11022748	11036317	-1	p13.13	DEXI	28955	NM_014015
ENSG00000183439	4	165875598	165898820	-1	q32.3	TRIM61	391712	NM_001012414
ENSG00000171459	9	125512019	125513062	1	q33.2	OR1L6	392390	NM_001004453
ENSG00000169129	10	116054583	116164515	-1	q25.3	AFAP1L2	84632	NM_032550,NM_001001936
ENSG00000172789	12	54379629	54429145	1	q13.13	null	3222	NM_018953
ENSG00000182107	14	61744406	61747959	-1	q23.1	TMEM30B	161291	NM_001017970
ENSG00000183421	21	43159529	43187266	-1	q22.3	RIPK4	54101	NM_020639
ENSG00000088930	20	21283942	21370463	1	p11.23	XRN2	22803	NM_012255
ENSG00000160796	3	47021173	47051193	1	p21.31	NBEAL2	23218	NM_015175
ENSG00000196748	6	35744371	35747329	1	p21.31	C6orf126	389383	NM_207409
ENSG00000183434	X	132350697	132352376	-1	q26.2	TFDP3	51270	NM_016521
ENSG00000171456	20	30946147	31027122	1	q11.21	ASXL1	171023	NM_001164603,NM_015338
ENSG00000171451	18	65173819	65184217	-1	q22.1	DSEL	92126	NM_032160
ENSG00000133169	X	102317579	102319168	-1	q22.1	BEX1	55859	NM_018476
ENSG00000171453	6	43477440	43497323	1	p21.1	POLR1C	9533	NM_004875,NM_203290
ENSG00000158497	5	143191726	143200284	1	q31.3	HMHB1	57824	NM_021182
ENSG00000075624	7	5566782	5603415	-1	p22.1	ACTB	60	NM_001101
ENSG00000157168	8	31496902	32622548	1	p12	NRG1	3084	NM_013960,NM_013962,NM_013964,NM_013956,NM_013957,NM_013958,NM_013959,NM_001159995,NM_001159996,NM_001159999,NM_001160001,NM_001160002,NM_001160004,NM_001160005,NM_004495,NM_001160007,NM_001160008
ENSG00000184761	2	131296668	131307456	-1	q21.1	null	null	null
ENSG00000048028	11	113668596	113746292	-1	q23.2	USP28	57646	NM_020886
ENSG00000171462	6	43418090	43424370	-1	p21.1	DLK2	65989	NM_206539,NM_023932
ENSG00000182111	7	57509883	57533265	1	p11.2	ZNF716	441234	NM_001159279
ENSG00000133193	17	71203492	71228510	-1	q25.1	FAM104A	84923	NM_001098832,NM_032837
ENSG00000196754	1	153533584	153540366	-1	q21.3	S100A2	6273	NM_005978
ENSG00000171466	19	9759363	9785776	-1	p13.2	ZNF562	54811	NM_001130031,NM_001130032,NM_017656
ENSG00000171467	6	43299513	43337181	-1	p21.1	ZNF318	24149	NM_014345
ENSG00000196757	19	12035900	12061588	1	p13.2	ZNF700	90592	NM_144566
ENSG00000182117	15	34633914	34635378	-1	q14	NOP10	55505	NM_018648
ENSG00000184779	15	82821158	82824972	-1	q25.2	RPS17	6218,100505503	NM_001199057,NM_001021
ENSG00000182118	1	231154704	231175992	-1	q42.2	FAM89A	375061	NM_198552,NR_031593
ENSG00000171469	19	9715356	9732075	-1	p13.2	ZNF561	93134	NM_152289
ENSG00000172794	17	72666717	72743474	1	q25.1	RAB37	326624	NM_175738,NM_001163990,NM_001163989,NM_001006638
ENSG00000075618	7	5632439	5646286	1	p22.1	FSCN1	6624	NM_003088
ENSG00000064989	2	188207856	188313187	-1	q32.1	CALCRL	10203	NM_005795
ENSG00000133195	17	70642086	71088853	-1	q25.1	SLC39A11	201266	NM_139177,NM_001159770
ENSG00000172795	5	112312399	112356667	1	q22.2	DCP2	167227	NM_152624
ENSG00000145191	3	183852826	184402546	1	q27.1	EIF2B5	8893	NM_003907
ENSG00000145192	3	186330712	186339107	1	q27.3	AHSG	197	NM_001622
ENSG00000145194	3	183967438	184010819	1	q27.1	ECE2	9718	NM_001100121,NM_032331,NM_001037324,NM_014693,NM_001100120
ENSG00000171450	2	219824377	219826876	1	q35	CDK5R2	8941	NM_003936
ENSG00000169154	8	37791799	37797647	-1	p11.23	GOT1L1	137362	NM_152413
ENSG00000036054	3	99979844	100044095	1	q12.1	TBC1D23	55773	NM_001199198,NM_018309
ENSG00000145198	3	183948217	183960117	1	q27.1	VWA5B2	90113	NM_138345
ENSG00000169155	9	129567285	129600489	1	q33.3	ZBTB43	23099	NM_001135776,NM_014007
ENSG00000196758	2	240499995	240507788	1	q37.3	null	null	null
ENSG00000171471	12	116997186	117014425	1	q24.22	MAP1LC3B2	643246	NM_001085481
ENSG00000170113	15	23043277	23086843	-1	q11.2	NIPA1	123606	NM_001142275,NM_144599
ENSG00000170142	3	23847394	23932807	1	p24.3	UBE2E1	7324	NM_001202476,NM_182666,NM_003341
ENSG00000063660	2	241375088	241407493	1	q37.3	GPC1	2817	NM_002081
ENSG00000183454	16	9847261	10276611	-1	p13.2	GRIN2A	2903	NM_000833,NM_001134407,NM_001134408
ENSG00000184785	X	134124968	134126501	1	q26.3	null	644538	NM_001163438
ENSG00000184787	21	46188955	46221934	-1	q22.3	UBE2G2	7327	NM_001202489,NM_182688,NM_003343
ENSG00000171478	X	47990039	47991995	1	p11.23	SPACA5B	389852,729201	NM_001079900
ENSG00000170145	11	111473115	111601577	1	q23.1	SIK2	23235	NM_015191
ENSG00000074317	5	176047085	176057530	-1	q35.2	SNCB	6620	NM_003085,NM_001001502
ENSG00000064995	6	34845555	34855866	-1	p21.31	TAF11	6882	NM_005643
ENSG00000074319	11	18489883	18548779	-1	p15.1	TSG101	7251	NM_006292
ENSG00000196767	X	82763269	82764775	1	q21.1	POU3F4	5456	NM_000307
ENSG00000075643	18	33767482	33852120	1	q12.2	MOCOS	55034	NM_017947
ENSG00000184786	6	170140210	170151655	-1	q27	TCTE3	6991	NM_174910
ENSG00000184788	X	84347293	84364054	-1	q21.1	SATL1	340562	NM_001012980
ENSG00000064999	6	34857038	35085317	1	p21.31	ANKS1A	23294	NM_015245
ENSG00000170144	2	178077291	178086111	1	q31.2	HNRNPA3	220988	NM_194247
ENSG00000157181	1	186344890	186390507	1	q31.1	C1orf27	54953	NM_017847,NM_001164245,NM_001164246
ENSG00000157184	1	53662101	53679869	1	p32.3	CPT2	1376	NM_000098
ENSG00000171475	17	38375574	38440388	1	q21.1	WIPF2	147179	NM_133264
ENSG00000171476	4	57514155	57547872	-1	q12	HOPX	84525	NM_032495,NM_139211,NM_139212,NM_001145460,NM_001145459
ENSG00000050344	7	26191860	26226745	1	p15.2	NFE2L3	9603	NM_004289
ENSG00000169169	19	50194373	50216988	1	q13.33	CPT1C	126129	NM_152359,NM_001136052,NM_001199752,NM_001199753
ENSG00000171444	5	112357796	112824527	-1	q22.2	MCC	4163	NM_002387,NM_001085377
ENSG00000171481	9	125437315	125438432	1	q33.2	OR1L3	26735	NM_001005234
ENSG00000183461	X	52511761	52516905	1	p11.22	XAGE1C	653048,653220,653067,653219,9503	NM_001097597,NM_001097598
ENSG00000196772	1	247978102	247979031	-1	q44	OR14A16	284532	NM_001001966
ENSG00000182132	5	169780491	170163636	1	q35.1	KCNIP1	30820	NM_014592,NM_001034837,NM_001034838
ENSG00000171484	9	125390858	125391852	-1	q33.2	OR1B1	347169	NM_001004450
ENSG00000182134	1	151742583	151763892	-1	q21.3	TDRKH	11022	NM_001083963,NM_001083964,NM_006862,NM_001083965
ENSG00000196776	3	107762145	107809872	-1	q13.12	CD47	961	NM_198793,NM_001777
ENSG00000171488	1	90098631	90398809	1	p22.2	LRRC8C	84230	NM_032270
ENSG00000075651	3	171318195	171528740	-1	q26.31	PLD1	5337	NM_002662,NM_001130081
ENSG00000183463	13	28552243	28562774	-1	q12.2	PRHOXNB	646625	NM_001105577
ENSG00000099617	19	1286168	1299944	1	p13.3	EFNA2	1943	NM_001405
ENSG00000184792	22	31089769	31303811	1	q12.2	OSBP2	23762	NM_030758
ENSG00000171483	X	47967365	47980073	1	p11.23	SSX6	100509575	NR_028366
ENSG00000182139	11	3436152	3436887	1	p15.4	null	null	null
ENSG00000076984	19	7968728	7979363	1	p13.2	MAP2K7	5609	NM_145185
ENSG00000171487	19	56511092	56573179	1	q13.43	NLRP5	126206	NM_153447
ENSG00000171489	X	47863734	47869126	1	p11.23	SPACA5	389852,729201	NM_205856
ENSG00000196774	9	67926761	67969840	1	q13	ANKRD20A1	84210	NM_032250
ENSG00000157191	1	16767167	16786573	1	p36.13	NECAP2	55707	NM_018090,NM_001145277,NM_001145278
ENSG00000157193	1	53711217	53793742	-1	p32.3	LRP8	7804	NM_004631,NM_001018054,NM_033300,NM_017522
ENSG00000196778	11	4510109	4511138	1	p15.4	OR52K1	390036	NM_001005171
ENSG00000169174	1	55505221	55530525	1	p32.3	PCSK9	255738	NM_174936
ENSG00000048052	7	18126572	19036993	1	p21.1	HDAC9	9734	NM_014707,NM_178423,NM_058176,NM_178425
ENSG00000171490	16	11931196	11945442	-1	p13.13	RSL1D1	26156	NM_015659
ENSG00000183470	7	132333553	132413528	1	q32.3	null	null	null
ENSG00000171492	1	90286573	90402170	1	p22.2	LRRC8D	55144	NM_001134479,NM_018103
ENSG00000170162	6	117586721	117594728	1	q22.1	VGLL2	245806	NM_153453,NM_182645
ENSG00000182141	19	21473963	21512212	-1	p12	ZNF708	7562	NM_021269
ENSG00000171495	5	40998119	41071444	-1	p13.1	HEATR7B2	133558	NM_173489
ENSG00000099622	19	1269267	1274806	1	p13.3	CIRBP	1153	NM_001280,NR_023312,NR_023313
ENSG00000171496	9	125329778	125330838	-1	q33.2	OR1L8	138881	NM_001004454
ENSG00000099624	19	1241749	1244823	1	p13.3	ATP5D	513	NM_001687,NM_001001975
ENSG00000099625	19	1229178	1237990	-1	p13.3	C19orf26	255057	NM_152769
ENSG00000171497	4	159630286	159644548	-1	q32.1	PPID	5481	NM_005038
ENSG00000182149	16	71919136	71962913	1	q22.2	KIAA0174	9798	NM_014761
ENSG00000073008	19	45147098	45169429	1	q13.31	PVR	5817	NM_001135769,NM_006505,NM_001135770,NM_001135768
ENSG00000183479	X	152710178	152736045	-1	q28	TREX2	11219	NM_080701
ENSG00000196787	6	27100832	27103070	1	p22.1	HIST1H2AG	8330,8329,8332,8969,8336,85235	NM_021064
ENSG00000183474	5	68856035	68890550	1	q13.2	GTF2H2C	730394,728340	NM_001042490,NM_001098728
ENSG00000170160	17	16592851	16707767	1	p11.2	CCDC144A	9720	NR_023380,NM_014695
ENSG00000170166	2	177015950	177018205	1	q31.1	HOXD4	3233	NM_014621
ENSG00000086300	7	26331541	26413949	1	p15.2	SNX10	29887	NM_013322,NM_001199835,NM_001199837,NM_001199838,NR_037670
ENSG00000183473	22	37600278	37608362	-1	q13.1	SSTR3	6753	NM_001051
ENSG00000169180	16	28109316	28223190	-1	p11.2	XPO6	23214	NM_015171
ENSG00000169181	16	27798850	28074830	-1	p12.1	GSG1L	146395	NM_144675,NM_001109763
ENSG00000073009	X	153769414	153796782	1	q28	IKBKG	8517	NM_003639,NM_001099856,NM_001099857,NM_001145255
ENSG00000196782	4	140640419	141075338	-1	q31.1	MAML3	55534	NM_018717
ENSG00000169184	22	28144265	28197486	-1	q12.1	MN1	4330	NM_002430
ENSG00000183475	15	101142739	101191910	1	q26.3	ASB7	140460	NM_198243,NM_024708
ENSG00000183476	15	78370150	78397251	1	q25.1	SH2D7	646892	NM_001101404
ENSG00000169188	X	55026790	55035490	1	p11.21	APEX2	27301	NM_014481
ENSG00000169189	16	27236316	27280096	-1	p12.1	NSMCE1	197370	NM_145080
ENSG00000182150	9	98637900	98776842	1	q22.32	C9orf102	375748	NM_001010895
ENSG00000196792	14	31363005	31495607	-1	q12	STRN3	29966	NM_001083893,NM_014574
ENSG00000196793	10	44051792	44070066	-1	q11.21	ZNF239	8187	NM_001099283,NM_001099282,NM_005674,NM_001099284
ENSG00000075673	13	25254549	25285921	1	q12.12	ATP12A	479	NM_001185085,NM_001676
ENSG00000182154	9	140445651	140447007	1	q34.3	MRPL41	64975	NM_032477
ENSG00000170175	17	7348380	7361026	1	p13.1	CHRNB1	1140	NM_000747
ENSG00000182156	17	77704882	77716020	1	q25.3	ENPP7	339221	NM_178543
ENSG00000170178	2	176964458	176965921	1	q31.1	HOXD12	3238	NM_021193
ENSG00000182158	7	137559725	137686813	-1	q33	CREB3L2	64764	NM_194071
ENSG00000088986	12	120907660	120936297	1	q24.31	DYNLL1	8655	NM_001037494,NM_001037495,NM_003746
ENSG00000196796	16	29049542	29063794	1	p11.2	null	null	null
ENSG00000183484	14	105515728	105531767	-1	q32.33	GPR132	29933	NM_013345
ENSG00000170161	9	66553273	66555928	1	q13	null	null	null
ENSG00000183486	21	42733870	42781317	1	q22.3	MX2	4600	NM_002463
ENSG00000170153	4	141786725	142134031	-1	q31.21	RNF150	57484	NM_020724
ENSG00000169193	7	23636998	23684327	1	p15.3	CCDC126	90693	NM_138771
ENSG00000169194	5	131991955	131996802	1	q31.1	IL13	3596	NM_002188
ENSG00000196781	9	84198598	84304220	-1	q21.32	TLE1	7088	NM_005077
ENSG00000170180	4	145030457	145061904	-1	q31.21	GYPA	2993	NM_002099
ENSG00000062370	19	44830706	44905774	-1	q13.31	ZNF285,ZFP112	7771,26974	NM_013380,NM_001083335,NM_152354
ENSG00000182162	X	1581465	1656000	-1	p22.33	P2RY8	286530	NM_178129
ENSG00000050393	6	13791020	13814800	-1	p23	CCDC90A	63933	NM_001031713
ENSG00000183495	12	132434505	132565005	1	q24.33	EP400	57634	NM_015409
ENSG00000183496	15	82334119	82338482	-1	q25.2	MEX3B	84206	NM_032246
ENSG00000074356	17	3714460	3749540	-1	p13.2	C17orf85	55421	NM_018553,NM_001114118
ENSG00000088992	12	117476728	117537284	-1	q24.22	TESC	54997	NM_017899,NR_031766,NM_001168325
ENSG00000182168	4	96083655	96470357	-1	q22.3	UNC5C	8633	NM_003728
ENSG00000170185	4	144106070	144144983	1	q31.21	USP38	84640	NM_032557
ENSG00000170190	17	73084055	73102246	1	q25.1	SLC16A5	9121	NM_004695
ENSG00000182170	11	3239174	3240043	-1	p15.4	MRGPRG	386746	NM_001164377
ENSG00000170191	20	25593571	25604811	-1	p11.1	NANP	140838	NM_152667
ENSG00000182173	17	73511788	73520820	1	q25.1	TSEN54	283989	NM_207346
ENSG00000182175	15	93586636	93632443	-1	q26.1	RGMA	56963	NM_001166286,NM_001166287,NM_001166288,NM_001166289,NM_020211,NM_001166283
ENSG00000182177	2	237102095	237173052	-1	q37.2	ASB18	401036	NM_212556
ENSG00000182179	3	49842640	49851379	-1	p21.31	UBA7	7318	NM_003335
ENSG00000220903	GL000222.1	86430	89304	-1	null	null	100288801,651959,285299	null
ENSG00000182180	10	75006510	75012451	-1	q22.2	MRPS16	51021	NM_016065
ENSG00000074370	17	3822869	3867736	-1	p13.2	ATP2A3	489	NM_005173,NM_174953,NM_174954,NM_174955,NM_174956,NM_174957,NM_174958
ENSG00000182183	1	53099016	53135355	1	p32.3	FAM159A	348378	NM_001042693
ENSG00000182185	14	68286496	69196935	1	q24.1	RAD51L1	5890	NM_133510,NM_133509,NM_002877
ENSG00000182187	2	209007297	209010892	-1	q34	CRYGB	1419	NM_005210
ENSG00000097007	9	133589268	133763062	1	q34.12	ABL1	25	NM_007313,NM_005157
ENSG00000073050	19	44047464	44079730	-1	q13.31	XRCC1	7515	NM_006297
ENSG00000182195	X	140269934	140271310	-1	q27.1	LDOC1	23641	NM_012317
ENSG00000182196	12	123464333	123467456	1	q24.31	ARL6IP4	51329	NM_018694,NM_001002251,NM_016638,NM_001002252
ENSG00000182197	8	118806729	119124092	-1	q24.11	EXT1	2131	NM_000127
ENSG00000182199	12	57623356	57628718	1	q13.3	SHMT2	6472	NM_005412,NR_029415,NM_001166356,NM_001166357,NM_001166358,NM_001166359
ENSG00000205300	20	4050799	4055812	-1	p13	null	null	null
ENSG00000205301	4	141363416	141419531	-1	q31.1	null	null	null
ENSG00000205302	5	122110691	122165803	1	q23.2	SNX2	6643	NM_003100
ENSG00000073060	12	125261606	125367214	-1	q24.31	SCARB1	949	NM_001082959,NM_005505
ENSG00000097021	1	6324333	6454451	-1	p36.31	ACOT7	11332	NM_007274,NM_181864,NM_181865,NM_181866
ENSG00000205307	7	100169855	100176323	-1	q22.1	null	100316904	NM_001168682
ENSG00000205309	17	17206649	17250977	1	p11.2	NT5M	56953	NM_020201
ENSG00000073067	7	1022835	1029276	1	p22.3	CYP2W1	54905	NM_017781
ENSG00000097033	1	87170259	87213867	1	p22.3	SH3GLB1	51100	NM_016009
ENSG00000205318	6	10633993	10647501	1	p24.2	GCNT6	644378	null
ENSG00000111801	6	26440700	26453643	1	p22.2	BTN3A3	10384	NM_006994,NM_197974
ENSG00000111802	6	24650205	24667261	-1	p22.3	TDP2	51567	NM_016614
ENSG00000205323	12	56146366	56211540	-1	q13.2	SARNP	84324	NM_033082,NR_026722
ENSG00000205325	17	14670900	14683520	-1	p12	null	null	null
ENSG00000085063	11	33719807	33757991	-1	p13	CD59	966	NM_001127225,NM_001127226,NM_001127227,NM_203329,NM_000611,NM_203330,NM_203331,NM_001127223
ENSG00000205327	12	55886147	55887100	1	q13.2	OR6C68	403284	NM_001005519
ENSG00000205328	12	55794214	55795289	1	q13.2	OR6C65	403282	NM_001005518
ENSG00000205329	12	55725485	55726420	1	q13.2	OR6C3	254786	NM_054104
ENSG00000097046	1	91966404	91991321	1	p22.2	CDC7	8317	NM_001134420,NM_001134419,NM_003503
ENSG00000111816	6	116262693	116381921	-1	q22.1	FRK	2444	NM_002031
ENSG00000111817	6	116575336	116759442	1	q22.1	DSE	29940	NM_001080976,NM_013352
ENSG00000231608	HSCHR6_MHC_DBB	31984751	32061164	-1	null	null	null	null
ENSG00000232938	17	81174666	81188573	1	q25.3	null	null	NR_029406
ENSG00000205330	12	55714346	55715408	1	q13.2	OR6C1	390321	NM_001005182
ENSG00000204001	9	139648838	139652678	-1	q34.3	LCN8	138307	NM_178469
ENSG00000109501	4	6271576	6304992	1	p16.1	WFS1	7466	NM_001145853,NM_006005
ENSG00000204003	9	139632619	139642980	-1	q34.3	LCN6	158062	NM_198946
ENSG00000205334	2	27928653	27938599	-1	p23.2	null	null	null
ENSG00000205336	16	57662419	57698944	1	q21	GPR56	9289	NM_001145771,NM_001145772,NM_001145773,NM_001145774,NM_201524,NM_201525,NM_005682,NM_001145770
ENSG00000204006	1	51567906	51613752	1	p32.3	C1orf185	284546	NM_001136508
ENSG00000204007	9	138515502	138531386	-1	q34.3	GLT6D1	360203	NM_182974
ENSG00000205339	11	9406169	9469673	1	p15.4	IPO7	10527	NM_006391
ENSG00000232941	8	52730143	52730969	1	q11.23	null	null	null
ENSG00000256901	12	6645876	6647316	-1	p13.31	null	null	null
ENSG00000232945	HSCHR6_MHC_DBB	29141098	29142369	1	null	null	null	null
ENSG00000256903	3	87317978	87321499	1	p11.2	null	null	null
ENSG00000231617	HSCHR6_MHC_MCF	33456681	33467390	-1	null	null	1616	null
ENSG00000231618	HSCHR6_MHC_MCF	32197644	32216187	1	null	null	null	null
ENSG00000256907	19	45789970	45792212	-1	q13.32	null	null	null
ENSG00000232948	8	12168471	12175825	-1	p23.1	DEFB130	245940,100133267	NM_001195257,NM_001037804
ENSG00000256909	1	45792445	45805610	1	p34.1	null	null	null
ENSG00000204010	10	91137813	91144962	1	q23.31	IFIT1B	439996	NM_001010987
ENSG00000204011	9	137541273	137544656	-1	q34.3	C9orf104	null	null
ENSG00000229300	HSCHR6_MHC_DBB	31784575	31789730	1	null	null	50854	NR_002742
ENSG00000109511	4	169013666	169108893	1	q32.3	ANXA10	11199	NM_007193
ENSG00000204019	X	115592849	115594164	-1	q23	CXorf61	203413	NM_001017978
ENSG00000109519	4	7060633	7069924	-1	p16.1	GRPEL1	80273	NM_025196
ENSG00000123810	19	41860322	41870078	-1	q13.2	B9D2	80776	NM_030578
ENSG00000111832	6	116892530	116918838	1	q22.1	RWDD1	51389	NM_016104,NM_015952,NM_001007464
ENSG00000256911	18	47530531	47545003	1	q21.1	null	null	null
ENSG00000231624	HSCHR6_MHC_MANN	31123949	31125285	-1	null	null	29113	null
ENSG00000232956	7	45022632	45023864	-1	p13	C7orf40	null	null
ENSG00000232957	HSCHR6_MHC_SSTO	33111813	33117246	-1	null	null	3111	null
ENSG00000111837	6	10762956	10838764	-1	p24.2	MAK	4117	NM_005906
ENSG00000123815	19	41197434	41222790	-1	q13.2	ADCK4	79934	NM_024876,NM_001142555
ENSG00000256919	6	31132378	31133944	-1	p21.33	null	5460	NM_203289
ENSG00000256918	3	150537289	150537916	1	q25.1	null	100506290	null
ENSG00000111834	6	116937642	116954148	1	q22.1	RSPH4A	345895	NM_001161664,NM_001010892
ENSG00000243608	17	19067522	19077749	-1	p11.2	null	null	null
ENSG00000204020	10	90519952	90537999	1	q23.31	LIPN	643418	NM_001102469
ENSG00000205352	12	53835433	53840426	1	q13.13	PRR13	54458	NM_001005354,NM_018457
ENSG00000204022	10	90346510	90366733	1	q23.31	LIPJ	142910	NM_001010939
ENSG00000204021	10	90484301	90512543	1	q23.31	LIPK	643414	NM_001080518
ENSG00000205356	7	97843936	97881563	-1	q21.3	TECPR1	25851	NM_015395
ENSG00000229314	9	117085336	117088755	1	q32	ORM1	5004	NM_000607
ENSG00000205358	16	56703726	56705041	1	q13	MT1H	4496	NM_005951
ENSG00000205359	5	101707486	101834720	-1	q21.1	SLCO6A1	133482	NM_173488
ENSG00000232960	HSCHR6_MHC_MANN	31672506	31680816	1	null	null	1460	null
ENSG00000232962	HSCHR6_MHC_COX	32894248	32899682	-1	null	null	3111	null
ENSG00000256921	HSCHR1_1_CTG31	153717774	153763786	1	null	null	65123	null
ENSG00000243612	HSCHR6_MHC_APD	32764306	32768591	-1	null	null	3112	null
ENSG00000231631	HSCHR6_MHC_SSTO	32898409	32902343	-1	null	null	5696	null
ENSG00000256924	HSCHR17_1_CTG4	39502344	39507064	-1	null	null	3883	null
ENSG00000135801	1	229728858	229761794	-1	q42.13	TAF5L	27097	NM_014409,NM_001025247
ENSG00000256926	16	23617694	23619226	1	p12.2	null	null	null
ENSG00000230301	3	97983088	97984200	1	q11.2	OR5H6	79295	NM_001005479
ENSG00000230308	HSCHR6_MHC_APD	30302488	30319744	1	null	null	56658	null
ENSG00000231637	4	9355364	9356956	1	p16.1	null	728400,728393,728373,728379,728405,728369,728419	null
ENSG00000256920	13	28937848	28968801	1	q12.3	null	null	null
ENSG00000111846	6	10492456	10629601	1	p24.3	GCNT2	2651	NM_145649,NM_001491,NM_145655
ENSG00000111843	6	10723148	10731362	1	p24.2	TMEM14C	51522	NM_016462,NM_001165258
ENSG00000110514	11	47290712	47357945	1	p11.2	MADD	8567	NM_130471,NM_130472,NM_130473,NM_130474,NM_130475,NM_130476,NM_001135943,NM_001135944,NM_003682,NM_130470
ENSG00000205360	16	56682743	56683426	1	q12.2	MT1CP	null	null
ENSG00000111845	6	10694928	10710015	1	p24.2	PAK1IP1	55003	NM_017906
ENSG00000218672	7	155174771	155189051	1	q36.3	null	100286906	null
ENSG00000205363	15	74032152	74043816	-1	q24.1	C15orf59	388135	NM_001039614
ENSG00000217340	6	17878685	17882609	-1	p22.3	null	null	null
